PANEL	FILE	gene_id	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P	IS_POSITIVE	qvalue	PROB
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000113734.wgt.RDat	ENSG00000113734	5	173144442	173164387	0.430972	rs7714576	-3.49	rs7735779	0.299	-12.3	0.0407	5516	7	lasso	0.36	5.1e-50	0.178	0.859	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000198868.wgt.RDat	ENSG00000198868	5	134928030	134928326	0.365814	rs73789200	-13.1	rs77630399	0.2489	11.47	-0.923	3929	5	lasso	0.25	1.9e-33	-0.933	0.351	0	0.952714285714286	0.0472857142857143
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000215246.wgt.RDat	ENSG00000215246	5	987180	997308	0.399388	rs111205988	-5.15	rs6897632	0.4344	14.92	-4.8269	6327	4	lasso	0.45	1.8e-67	-4.8269	1.39e-06	1	3.18447169811321e-05	0.999968155283019
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000249158.wgt.RDat	ENSG00000249158	5	140868183	141012344	0.114069	rs12374500	3.96	rs155939	0.03099	-5.73	1.126	3545	16	enet	0.073	4.6e-10	-0.867	0.3858	0	0.984424947145877	0.0155750528541225
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000281357.wgt.RDat	ENSG00000281357	5	91380349	91439085	0.509771	rs1036117296	3.34	rs2303801	0.4547	15.09	-2.2669	1687	1	top1	0.45	8.4e-68	-2.2669	0.0234	1	0.233415	0.766585
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000145743.wgt.RDat	ENSG00000145743	5	107859035	108382098	0.056855	rs6877265	-5.57	rs147230	0.107	7.53	1.31	3573	1	top1	0.11	3.7e-14	1.31	0.19	0	0.75352131147541	0.24647868852459
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000253686.wgt.RDat	ENSG00000253686	5	173707614	173746211	0.223718	rs4868442	6.68	rs12654097	0.0499	6.69	0.594	5718	7	lasso	0.16	1e-20	0.694	0.4879	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000113742.wgt.RDat	ENSG00000113742	5	173888280	173961976	0.117428	rs13177353	-4.31	rs193089340	0.13	-8.22	0.668	5738	1	top1	0.13	4.9e-17	-0.668	0.504	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000152620.wgt.RDat	ENSG00000152620	5	36192592	36242279	0.073705	rs115417417	4.39	rs949489	0.028	-5.57	0.9721	4369	1	top1	0.028	9.9e-05	-0.972	0.331	0	0.919273781902552	0.0807262180974478
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000182230.wgt.RDat	ENSG00000182230	5	176060689	176132258	0.322077	rs353477	-10.9	rs6893566	0.1635	9.6	0.176	4687	30	enet	0.22	1.2e-28	-0.822	0.411	0	0.999932926829268	6.70731707317351e-05
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000240729.wgt.RDat	ENSG00000240729	5	177264766	177265241	0.415844	rs549131774	4.53	rs2913740	0.3808	-13.82	1.4664	4377	1	top1	0.38	5e-54	-1.4664	0.1425	1	0.675	0.325
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000250889.wgt.RDat	ENSG00000250889	5	75047719	75052843	0.07907	rs300240	3.47	rs288867	0.0408	5.13	-1.08782	4512	1	top1	0.041	3.2e-06	-1.0878	0.277	0	0.861218181818182	0.138781818181818
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000233974.wgt.RDat	ENSG00000233974	5	21481327	21484011	0.151374	rs72744818	3.11	rs1428731	0.131221	8.2	0.921	2115	1	top1	0.13	3.6e-17	0.921	0.357	0	0.964625282167043	0.0353747178329571
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000152705.wgt.RDat	ENSG00000152705	5	134967906	135011707	0.052559	rs114521548	3.18	rs10491289	0.0737	6.2	1.593	4003	1	top1	0.074	4.1e-10	1.593	0.1112	0	0.594225	0.405775
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000073578.wgt.RDat	ENSG00000073578	5	218241	256700	0.080331	rs59133714	-4.32	rs6554682	0.077	6.81	-1.045	3521	3	lasso	0.087	9.8e-12	-1.15	0.2502	0	0.831617403314917	0.168382596685083
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000170482.wgt.RDat	ENSG00000170482	5	139367196	139384553	0.42375	rs72552254	3.86	rs4835784	0.3892	-13.97	-0.00359	2701	1	top1	0.39	1.7e-55	0.00359	0.9971	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000240764.wgt.RDat	ENSG00000240764	5	141489121	141512979	0.09468	rs10038325	-6.39	rs2569177	0.067272	-6.41	0.46831	4498	1	top1	0.067	2.4e-09	-0.4683	0.64	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000164294.wgt.RDat	ENSG00000164294	5	55160118	55167071	0.339487	rs6871156	4.2	rs17512714	0.1715	-9.53	0.47257	5280	1	lasso	0.32	5.2e-44	-0.47257	0.637	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000279883.wgt.RDat	ENSG00000279883	5	55484403	55485086	0.085769	rs245808	8.06	rs12658253	0.074	6.91	0.917	5230	1	top1	0.074	3.7e-10	0.917	0.359	0	0.965669662921348	0.0343303370786517
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000133302.wgt.RDat	ENSG00000133302	5	94618347	94739436	0.034829	rs7733741	-3.1	rs138759869	-0.000529	3.52	-0.573	2977	11	enet	0.0039	0.087	0.61	0.542	1	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000164366.wgt.RDat	ENSG00000164366	5	196871	218215	0.222265	rs35646856	4.82	rs6555608	0.2159	11.19	0.0526	3521	29	enet	0.23	7.9e-31	0.2857	0.775	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000113583.wgt.RDat	ENSG00000113583	5	133955502	133968787	0.356765	rs146398077	-4.83	rs3210524	0.3495	-13.25	-0.978	3979	4	lasso	0.35	6.8e-49	1.07	0.284	0	0.869351785714286	0.130648214285714
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000178015.wgt.RDat	ENSG00000178015	5	95620078	95622142	0.213887	rs116223031	4.52	rs17083827	0.0849	8.31	-0.9862	3766	32	enet	0.16	9e-21	-0.6128	0.54	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000183474.wgt.RDat	ENSG00000183474	5	69560208	69594723	0.194643	rs28489109	-7.27	rs706752	0.1584	9.13	-3.07	1900	1	top1	0.16	1.2e-20	-3.07	0.00214	1	0.0297858139534884	0.970214186046512
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000249180.wgt.RDat	ENSG00000249180	5	96741079	96742698	0.09611	rs4869363	5.18	rs11135434	0.0331	-6.18	1.55	4411	3	lasso	0.07	1e-09	-0.342	0.7321	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000248554.wgt.RDat	ENSG00000248554	5	43511058	43521811	0.029923	rs339505	6.47	rs1895456	0.03582	-3.97	1.78	3608	1	top1	0.036	1.2e-05	-1.78	0.0751	0	0.500745	0.499255
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000245146.wgt.RDat	ENSG00000245146	5	140072857	140108630	0.27983	rs171951	-3.98	rs2009407	0.25536	11.74	0.1885	2655	24	enet	0.27	1.3e-36	0.476	0.634	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000164258.wgt.RDat	ENSG00000164258	5	53560633	53683340	0.220614	rs35310921	-4.15	rs768442	0.159	9.29	-0.238	4591	5	lasso	0.2	1.3e-25	-0.148	0.883	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000113083.wgt.RDat	ENSG00000113083	5	122063195	122078360	0.036804	rs13164161	13.2	rs7724896	0.0491	-5.38	-1.671	4360	1	top1	0.049	3.4e-07	1.671	0.0948	0	0.548769565217391	0.451230434782609
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000271926.wgt.RDat	ENSG00000271926	5	72953635	72954274	0.233652	rs157557	8.78	rs1217762	0.174	-9.99	0.479	4003	6	lasso	0.19	2.6e-25	-0.388	0.698	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000183580.wgt.RDat	ENSG00000183580	5	15500196	15939795	0.087515	rs697575	4.91	rs11750734	0.00423	-4.42	-0.485	3429	3	lasso	0.0065	0.04	0.55	0.582	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000145919.wgt.RDat	ENSG00000145919	5	173607514	173616660	0.245577	rs77630216	4.95	rs322387	0.1259	-8.92	2.13	5731	5	lasso	0.13	3.4e-17	-2.29	0.022	0	0.223169491525424	0.776830508474576
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000175414.wgt.RDat	ENSG00000175414	5	176365468	176401865	0.069983	rs111267014	4.17	rs2471007	0.0346	-4.67	-1.1474	4286	1	top1	0.035	1.7e-05	1.1474	0.2512	0	0.831617403314917	0.168382596685083
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000164265.wgt.RDat	ENSG00000164265	5	147870682	147882191	0.345673	rs59514852	10.48	rs599799	0.3827	14.19	0.633	4299	23	enet	0.4	1.4e-57	0.702	0.4826	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000113361.wgt.RDat	ENSG00000113361	5	31193750	31329146	0.09704	rs113261795	-3.53	rs4337863	0.06891	-6.16	0.845	3571	1	top1	0.069	1.5e-09	-0.845	0.398	0	0.988394190871369	0.0116058091286307
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000184584.wgt.RDat	ENSG00000184584	5	139475534	139482935	0.279764	rs146474222	-2.93	rs72805853	0.17643	-9.47	0.32923	2551	2	lasso	0.2	5.5e-26	-1.89348	0.0583	1	0.4210875	0.5789125
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000260871.wgt.RDat	ENSG00000260871	5	90388468	90389363	0.208875	rs146106540	-3.71	rs7705545	0.1861	10.46	-1.727	1927	18	enet	0.2	4.3e-26	-1.724	0.0848	0	0.52384175257732	0.47615824742268
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000064652.wgt.RDat	ENSG00000064652	5	122843439	123029354	0.037366	rs255240	-13.98	rs143546885	-0.00189	-4.72	2.095	3792	2	enet	0.0073	0.031	-1.985	0.0472	0	0.3717	0.6283
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000113761.wgt.RDat	ENSG00000113761	5	177022696	177081189	0.114482	rs6897041	6.21	rs2936910	0.0865	-7.28	-1.047	4108	1	top1	0.087	1.2e-11	1.047	0.295	1	0.8827875	0.1172125
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000250482.wgt.RDat	ENSG00000250482	5	31249879	31250987	0.296393	rs114319121	3.79	rs12186818	0.19809	10.1	0.9299	3550	5	lasso	0.24	3.2e-32	0.6272	0.531	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000169131.wgt.RDat	ENSG00000169131	5	178694605	178730702	0.306286	rs4131080	5.51	rs12188111	0.2157	11.34	-0.3389	6458	5	lasso	0.25	1.4e-33	-0.387	0.6988	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000245711.wgt.RDat	ENSG00000245711	5	36221055	36221902	0.303097	rs32744	-7.19	rs32744	0.1846	9.36	-7.19	4432	4	lasso	0.28	5e-37	-7.047	1.82e-12	1	7.7805e-11	0.999999999922195
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000113356.wgt.RDat	ENSG00000113356	5	90471748	90514553	0.492332	rs12110065	7.98	rs4916757	0.318	-12.7	-0.206	1907	2	lasso	0.56	3.8e-92	0.468	0.64	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000145592.wgt.RDat	ENSG00000145592	5	40825262	40835335	0.302249	rs181802824	3.91	rs499919	0.2765	11.82	0.436	4409	8	lasso	0.28	2e-37	0.376	0.707	1	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000164244.wgt.RDat	ENSG00000164244	5	127517609	127555089	0.097574	rs17164113	-12.6	rs6861395	0.0758	6.3	0.22	3995	1	top1	0.076	2.3e-10	0.2204	0.826	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000272382.wgt.RDat	ENSG00000272382	5	43033716	43034635	0.224016	rs1559286	2.94	rs201567224	0.1956	10.93	-0.60511	3414	8	lasso	0.23	8.2e-31	-0.50482	0.614	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000184347.wgt.RDat	ENSG00000184347	5	168661733	169301129	0.238938	rs62384755	-9.97	rs10044771	0.1713	-9.37	1.28	4817	6	lasso	0.19	1.6e-24	-1.71	0.0875	0	0.531662436548223	0.468337563451777
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000250155.wgt.RDat	ENSG00000250155	5	36666214	36725195	0.312849	rs79694971	-5.09	rs62355272	0.25047	-11.43	0.392	3807	18	enet	0.31	1e-42	-1.127	0.26	0	0.844998113207547	0.155001886792453
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000261269.wgt.RDat	ENSG00000261269	5	72439903	72442387	0.3234	rs2721772	-4.52	rs279291	0.4104	14.33	0.794	4091	1	top1	0.41	2.5e-59	0.7943	0.427	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000153113.wgt.RDat	ENSG00000153113	5	96525267	96779595	0.265873	rs7717359	4.48	rs4464720	0.1754	-9.71	4.38	4260	42	enet	0.2	1.6e-26	-4.824	1.41e-06	1	3.18447169811321e-05	0.999968155283019
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000250237.wgt.RDat	ENSG00000250237	5	69038518	69043821	0.061206	rs77657372	-3.42	rs62355059	0.0209	-4.6	0.899	3078	1	top1	0.021	0.00069	-0.899	0.368	1	0.966409090909091	0.0335909090909091
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000169230.wgt.RDat	ENSG00000169230	5	177303774	177306959	0.306999	rs2973788	-4.43	rs2913730	0.2117	-11.01	0.763	4412	17	enet	0.25	1e-33	-0.8227	0.4107	0	0.999932926829268	6.70731707317351e-05
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000248092.wgt.RDat	ENSG00000248092	5	43571594	43603230	0.349284	rs1384445	6.94	rs10044169	0.27748	11.86	-1.6434	3737	13	lasso	0.32	2.9e-43	-1.835	0.0665	0	0.462793604651163	0.537206395348837
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000113088.wgt.RDat	ENSG00000113088	5	55024253	55034570	0.347821	rs2565001	-4.02	rs391448	0.2612	-11.51	0.746	5270	1	top1	0.26	7.8e-35	-0.746	0.456	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000251593.wgt.RDat	ENSG00000251593	5	25909503	25911234	0.184771	rs2248868	14.1	rs16894132	0.18	-9.98	1.56	2030	2	lasso	0.2	1.4e-26	-1.8	0.0724	0	0.492402272727273	0.507597727272727
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000253873.wgt.RDat	ENSG00000253873	5	141421047	141512979	0.091886	rs1421896	3.75	rs111505968	0.139551	8.51	1.4967	4345	1	top1	0.14	3.2e-18	1.4967	0.134	1	0.660074074074074	0.339925925925926
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000134058.wgt.RDat	ENSG00000134058	5	69234795	69277430	0.667129	rs256497	3.9	rs40055	0.3048	-12.47	-2.66	2511	10	lasso	0.51	4.3e-80	3.63	0.000281	1	0.00473742253521127	0.995262577464789
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000164199.wgt.RDat	ENSG00000164199	5	90529344	91164437	0.011666	rs59422766	3.37	rs10044551	-0.00195	-3.63	-0.186	1868	1868	blup	0.0027	0.12	1.02	0.3078	0	0.897021897810219	0.102978102189781
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000164197.wgt.RDat	ENSG00000164197	5	64165844	64372869	0.056478	rs264772	-16.44	rs1824640	0.068	6.38	-0.36	3636	1	top1	0.068	2e-09	-0.36	0.719	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000272431.wgt.RDat	ENSG00000272431	5	178938677	178939223	0.11333	rs34345494	10.08	rs12188111	0.01524	-5.28	-0.451	6645	1	top1	0.015	0.0033	0.451	0.652	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000278921.wgt.RDat	ENSG00000278921	5	112419583	112420978	0.506913	rs6859619	4.66	rs4957952	0.4532	15.1	-1.671	4580	1	top1	0.45	1.7e-67	-1.671	0.0948	0	0.548769565217391	0.451230434782609
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000245556.wgt.RDat	ENSG00000245556	5	78342365	78360507	0.220692	rs10474581	-6.16	rs7729808	0.1326	8.52	-0.738	4849	34	enet	0.15	7.7e-20	-1.089	0.276	0	0.86034375	0.13965625
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000164398.wgt.RDat	ENSG00000164398	5	131949973	132012243	0.170864	rs12514058	3.76	rs12518619	0.16578	9.15	-1.5004	2975	1	top1	0.17	1.3e-21	-1.5	0.134	0	0.660074074074074	0.339925925925926
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000225138.wgt.RDat	ENSG00000225138	5	473236	480884	0.315042	rs148934464	-3.32	rs10043794	0.1876	10.19	-0.013	4224	1	top1	0.19	1.7e-24	-0.01297	0.99	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000262209.wgt.RDat	ENSG00000262209	5	141370264	141512979	0.22365	rs76696148	7.6	rs778605	0.302735	12.34	1.0943	4238	1	top1	0.3	4e-41	1.0943	0.274	0	0.86034375	0.13965625
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000113211.wgt.RDat	ENSG00000113211	5	141150022	141153287	0.430622	rs10080146	-12.29	rs10080146	0.442906	15.2	-12.2901	3944	7	lasso	0.46	3.9e-68	-12.114	8.9e-34	1	3.5511e-31	1
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000242814.wgt.RDat	ENSG00000242814	5	124808828	124809233	0.362635	rs4457071	-3.19	rs2859487	0.1714	-9.47	-0.11	2616	7	lasso	0.33	6.3e-45	0.664	0.507	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000243859.wgt.RDat	ENSG00000243859	5	85464434	85465310	0.074508	rs12653861	4.55	rs11960020	0.0905	-7.29	-0.896	2616	1	top1	0.09	3.9e-12	0.896	0.3703	0	0.966409090909091	0.0335909090909091
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000113296.wgt.RDat	ENSG00000113296	5	79991311	80083287	0.218005	rs12520354	6.64	rs659044	0.2475	-11.47	-0.204	4704	1	top1	0.25	7.6e-33	0.204	0.8387	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000182700.wgt.RDat	ENSG00000182700	5	140125935	140129392	0.397862	rs72800946	-3	rs7705248	0.27719	-11.84	0.444	2656	10	enet	0.33	3.6e-45	-0.7187	0.4723	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000251330.wgt.RDat	ENSG00000251330	5	148430159	148430807	0.248429	rs368510	-8.25	rs13184547	0.1532	8.55	-1.7904	4392	3	lasso	0.25	1.3e-33	-0.6989	0.4846	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000176928.wgt.RDat	ENSG00000176928	5	75025346	75030899	0.273359	rs74929071	-4.11	rs13354124	0.2337	-11	0.133	4502	8	lasso	0.24	1.2e-31	-0.0605	0.952	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000248560.wgt.RDat	ENSG00000248560	5	181114106	181115674	0.02965	rs13177248	17	rs7720463	0.0551	-5.48	1.189	3971	1	top1	0.055	6.6e-08	-1.189	0.2344	0	0.815694782608696	0.184305217391304
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000120314.wgt.RDat	ENSG00000120314	5	140664676	140674124	0.120049	rs17097340	3.49	rs58914297	0.06627	6.02	0.9581	3195	1	top1	0.066	3.1e-09	0.9581	0.338	0	0.93008275862069	0.0699172413793103
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000272335.wgt.RDat	ENSG00000272335	5	44826076	44828592	0.042756	rs9764211	-9.54	rs10473332	0.06249	-6.01	-0.585	2857	1	top1	0.062	8.7e-09	0.585	0.5582	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000272367.wgt.RDat	ENSG00000272367	5	87376256	87377180	0.009889	rs6452772	6.46	rs16902239	0.01075	-3.88	-0.636	2425	1	top1	0.011	0.012	0.63622	0.525	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000146094.wgt.RDat	ENSG00000146094	5	177501907	177511274	0.356653	rs535822816	-3.4	rs2913907	0.233	10.96	-1.3332	4717	26	enet	0.35	1.7e-48	-0.4718	0.637	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000228650.wgt.RDat	ENSG00000228650	5	56770799	56772303	0.029616	rs17337582	14.91	rs75486329	0.3338	4.16	-0.4615	4747	1	top1	0.33	4.5e-46	-0.462	0.6444	1	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000131495.wgt.RDat	ENSG00000131495	5	140638740	140647785	0.369196	rs7731910	-6.53	rs356432	0.25342	-11.35	1.2968	3176	23	enet	0.26	2.2e-35	-1.8118	0.07	0	0.481551724137931	0.518448275862069
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000169258.wgt.RDat	ENSG00000169258	5	176595802	176610133	0.077719	rs58884428	3.56	rs34923374	0.1642	-9.14	-0.223	3978	1	top1	0.16	2.1e-21	0.223	0.8236	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000249293.wgt.RDat	ENSG00000249293	5	73778039	73786491	0.306366	rs7730444	-3.34	rs155430	0.277	12.38	-1.055	4785	18	enet	0.29	6.1e-39	-0.894	0.3714	0	0.966409090909091	0.0335909090909091
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000127022.wgt.RDat	ENSG00000127022	5	179678628	179730925	0.472102	rs143791573	4.02	rs11949310	0.3048	-12.41	-1.0818	6751	1	top1	0.3	1.9e-41	1.082	0.279	0	0.862953488372093	0.137046511627907
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000131503.wgt.RDat	ENSG00000131503	5	140401814	140539856	0.106782	rs1800882	-3.69	rs4315920	0.1064	-7.51	0.5568	3042	1	top1	0.11	4.4e-14	-0.5568	0.5777	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000145715.wgt.RDat	ENSG00000145715	5	87267888	87391931	0.200013	rs1345819	-5.87	rs28498979	0.09503	-8.01	-2.012	2698	4	lasso	0.13	5.4e-17	2.33	0.01981	1	0.204418706896552	0.795581293103448
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000173545.wgt.RDat	ENSG00000173545	5	16451519	16465792	0.471996	rs12658046	-8.3	rs12654662	0.3483	14	-8.22	2452	22	enet	0.53	4.9e-83	-9.74	2.06e-22	1	2.7398e-20	1
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000204628.wgt.RDat	ENSG00000204628	5	181236909	181248096	0.308182	rs2545089	13	rs3111517	0.3011	12.37	-0.7507	3444	1	top1	0.3	7.1e-41	-0.7507	0.4528	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000172901.wgt.RDat	ENSG00000172901	5	115962454	116027619	0.233727	rs66940115	-11.59	rs62380015	0.2512	-11.25	-0.0746	4275	1	top1	0.25	2.3e-33	0.0746	0.9405	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000132357.wgt.RDat	ENSG00000132357	5	40841184	40860175	0.06487	rs4311466	-4.27	rs6881293	0.0376	-5.19	-1.0983	4404	1	top1	0.038	7.5e-06	1.0983	0.272	0	0.8568	0.1432
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000169220.wgt.RDat	ENSG00000169220	5	177357837	177372601	0.20314	rs13185959	8.25	rs62402553	0.0976	-7.63	0.188	4554	7	lasso	0.11	6.3e-14	-0.4136	0.6791	1	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000145685.wgt.RDat	ENSG00000145685	5	78485215	78770021	0.560923	rs259106	6	rs73765206	0.4101	14.37	1.147	4528	1	top1	0.41	2.8e-59	1.147	0.2515	0	0.831617403314917	0.168382596685083
