gene_id	coloc	SMR.b	SMR.se	SMR.p	fastenloc	ecaviar	TWAS.Z	TWAS.P	PrediXcan.Z	PrediXcan.P	SMR.z	IS_POSITIVE	smrqvalue	twasqvalue	predixcanqvalue
ENSG00000272416	0.0632	0.145979	0.125343	0.2442	0.06709	0.0017	1.18	0.24	1.17617988586426	0.2395	1.16463623816248	0	0.37128477604741905	0.17812820512820504	0.0
ENSG00000113763	0.0589	-0.0624595	0.168366	0.7107	0.03008	0.0011	-0.372	0.71	0.0	1.0	-0.370974543553924	0	0.15296914363826697	0.0	0.0
ENSG00000248489	0.1007	-0.111908	0.092937	0.2285	0.218	0.0015	-0.328	0.743	-0.853283924483514	0.3935	-1.20412752724964	0	0.388929295171223	0.0	0.0
ENSG00000202533	0.1416	0.293459	0.167212	0.07926	0.1346	0.0031	1.8264	0.0678	1.82639825344086	0.06779	1.75501160203813	1	0.586948294776263	0.5308867052023121	0.43649562500000005
ENSG00000053108	0.051	0.0340783	0.0866072	0.694	0.03147	0.0012	0.166	0.868	0.0	1.0	0.393481142445432	0	0.156658472198122	0.0	0.0
ENSG00000164253	0.0576	-0.0593781	0.274143	0.8285	0.0	0.0015	-0.217	0.8282	0.0	1.0	-0.216595353519878	0	0.12495438848368001	0.0	0.0
ENSG00000055163	0.0462	0.0529098	0.0752296	0.4819	0.02531	0.0013	0.704	0.4814	0.0	1.0	0.703310930803833	0	0.229098926920016	0.0	0.0
ENSG00000274525	0.049	-0.0481412	0.110759	0.6638	0.3227	0.0015	0.783	0.434	0.0	1.0	-0.434648200146264	0	0.17158245454196996	0.0	0.0
ENSG00000129595	0.0469	1.41553	0.603012	0.0189	0.004762	0.0024	0.0	1.0	0.0	1.0	2.34743255523937	1	0.827556775226334	0.0	0.0
ENSG00000256235	0.0605	0.114895	0.102876	0.2641	0.0597	0.0018	0.99	0.322	1.12345802783966	0.2612	1.11682997006104	0	0.36526983666702795	0.09011061320754699	0.0
ENSG00000271980	0.0122	0.318553	0.303686	0.2942	0.03456	0.0016	0.0	1.0	0.0	1.0	1.04895517080142	0	0.35728627738056995	0.0	0.0
ENSG00000164325	0.0574	-0.0424956	0.127204	0.7383	0.0	0.0013	-0.334	0.7381	-0.334357231855392	0.7381	-0.334074400176095	0	0.14449102397060798	0.0	0.0
ENSG00000215156	0.2202	0.16439	0.0757703	0.03004	0.128	0.0036	2.19	0.0283	2.19327592849731	0.02829	2.16958359673909	0	0.763258500352997	0.73535078125	0.68352214953271
ENSG00000145725	0.0621	-0.1525	0.181494	0.4008	0.09529	0.0017	-1.126	0.26	0.0	1.0	-0.840248162473691	0	0.284607024189824	0.15500188679245297	0.0
ENSG00000072364	0.0404	-0.0337123	0.0722775	0.6409	0.07034	0.0015	-0.46664	0.641	-0.503878169255983	0.6143	-0.466428694960396	0	0.17552191202539802	0.0	0.0
ENSG00000164291	0.0657	0.151802	0.1495	0.3099	0.0	0.0013	1.026	0.3047	1.02649986743927	0.3047	1.01539799331104	0	0.350012225125222	0.10606397058823502	0.0
ENSG00000169045	0.041	0.0123609	0.0654756	0.8503	0.02903	0.0014	0.141	0.888	0.20676723450955	0.8362	0.188786357055147	0	0.12287130460703999	0.0	0.0
ENSG00000250802	0.9039	0.568217	0.176736	0.001304	0.9125	0.0321	2.0056	0.0449	0.0	1.0	3.21506088176716	1	0.97948082980793	0.639304	0.0
ENSG00000245060	0.1245	-0.170365	0.148266	0.2505	0.138	0.0025	-1.165	0.2441	0.0	1.0	-1.14904968097878	0	0.36828879274832105	0.17255267605633795	0.0
ENSG00000145780	0.0519	-0.116051	0.158884	0.4651	0.04774	0.0014	-0.7351	0.462	-0.594669540903397	0.5521	-0.730413383348858	0	0.23948190243309597	0.0	0.0
ENSG00000204962	0.3147	-0.392994	0.166116	0.01799	0.2166	0.003	-1.724	0.08478	0.0	1.0	-2.36578053890053	0	0.834468576796829	0.47615824742268	0.0
ENSG00000197083	0.0681	-0.103489	0.151662	0.495	0.2152	0.0017	-1.303	0.192	-1.22440475267675	0.2208	-0.682366050823542	0	0.22399166430615902	0.24647868852458998	0.0
ENSG00000164463	0.0483	0.0521615	0.0853563	0.5411	0.09718	0.0014	0.694	0.487	0.697568498271156	0.4854	0.611103105453259	0	0.20392778694894997	0.0	0.0
ENSG00000113384	0.07	-0.143956	0.126721	0.256	0.04488	0.0016	0.0	1.0	-1.14697968959808	0.2514	-1.13600744943616	0	0.36828879274832105	0.0	0.0
ENSG00000152942	0.0573	-0.0124235	0.154786	0.936	0.03218	0.0378	-0.0803	0.936	0.0	1.0	-0.0802624268344682	0	0.09697310702942197	0.0	0.0
ENSG00000204963	0.0621	-0.00862434	0.258334	0.9734	0.01361	0.0018	0.0	1.0	0.0	1.0	-0.0333844557820496	0	0.09483410428870698	0.0	0.0
ENSG00000113048	0.9999	-0.722651	0.0824876	1.94e-18	0.9952	0.6469	-9.679	3.7000000000000005e-22	-9.88028281077526	5.069e-23	-8.76072282379412	1	0.9999999999999996	1.0	1.0
ENSG00000165671	0.0677	0.239551	0.163051	0.1418	0.03819	0.0012	1.509	0.131	0.0	1.0	1.46917835523854	0	0.473798578430502	0.344381742738589	0.0
ENSG00000168246	0.0239	-0.310143	0.330337	0.3478	0.0008313	0.0016	0.0	1.0	0.0	1.0	-0.938868488846239	1	0.325669437303718	0.0	0.0
ENSG00000272081	0.0832	-0.0966706	0.0787583	0.2197	0.0	0.0019	-1.235	0.217	-1.28020679319881	0.2005	-1.22743380697653	0	0.40038027760163697	0.20808231707317104	0.04762500000000003
ENSG00000228212	0.0561	-0.161892	0.144843	0.2637	0.0865	0.0017	-1.038	0.299	-1.13155162334442	0.2578	-1.11770675835215	0	0.36526983666702795	0.11569777777777801	0.0
ENSG00000248483	0.0685	0.0907847	0.0739886	0.2198	0.0469	0.0018	1.231	0.218	1.19132737398809	0.2335	1.22700929602669	0	0.40038027760163697	0.20780363636363597	0.0
ENSG00000113141	0.1887	0.149519	0.312724	0.6326	0.001015	0.0026	0.0	1.0	0.0	1.0	0.478118084956703	0	0.17578487282394595	0.0	0.0
ENSG00000170214	0.0499	-0.00618978	0.0886406	0.9443	0.02549	0.0015	0.0314	0.975	0.332073788415595	0.7398	-0.0698300778649964	0	0.096615371772525	0.0	0.0
ENSG00000119048	0.0422	0.12887	0.259342	0.6193	0.0	0.0014	0.0	1.0	0.0	1.0	0.496911414271502	1	0.17578487282394595	0.0	0.0
ENSG00000271797	0.1014	0.175721	0.224459	0.4337	0.03282	0.0023	0.0	1.0	0.0	1.0	0.78286457660419	1	0.25943407557892095	0.0	0.0
ENSG00000072786	0.0462	-0.0188311	0.212364	0.9293	0.02662	0.0013	0.0	1.0	0.0	1.0	-0.0886736923395679	0	0.09697310702942197	0.0	0.0
ENSG00000169228	0.0049	-0.292791	0.370002	0.4288	0.001281	0.0016	0.0	1.0	0.0	1.0	-0.791322749606759	0	0.26216931894692996	0.0	0.0
ENSG00000196923	0.0852	-0.00393803	0.0652482	0.9519	0.02769	0.0019	0.0	1.0	-0.0603548735380172	0.9519	-0.0603546151464715	0	0.096615371772525	0.0	0.0
ENSG00000113140	0.0737	0.0414174	0.173564	0.8114	0.03265	0.0015	0.2388	0.811	0.0	1.0	0.238628978359568	0	0.127371857031515	0.0	0.0
ENSG00000250182	0.0371	-0.0204536	0.0964038	0.832	0.07374	0.0015	-0.2122	0.832	-0.21325039961705	0.8311	-0.212165910472409	0	0.124227999025592	0.0	0.0
ENSG00000249014	0.1	0.187243	0.118318	0.1135	0.07096	0.0021	1.611	0.107	0.0	1.0	1.58254027282408	0	0.510980008523238	0.412481651376147	0.0
ENSG00000255622	0.0392	-0.000384341	0.113159	0.9973	0.05573	0.0015	-0.0034	0.9973	-0.0033964877948164	0.9973	-0.0033964686856547	0	0.09438894599508696	0.0	0.0
ENSG00000118985	0.0063	0.0599023	0.296286	0.8398	0.006709	0.0016	0.0	1.0	0.0	1.0	0.202177288160764	0	0.124227999025592	0.0	0.0
ENSG00000134480	0.0755	-0.0975775	0.348844	0.7797	0.0	0.0019	-3.777	0.000159	0.0	1.0	-0.279716721514488	1	0.13605031990378602	0.9971593582089553	0.0
ENSG00000249751	0.0441	-0.110473	0.205724	0.5913	0.02681	0.0012	0.2252	0.822	0.225163608789444	0.8219	-0.536996169625323	0	0.18177276448522794	0.0	0.0
ENSG00000181904	0.9867	-0.718306	0.167244	1.747e-05	0.9824	0.0573	-5.3633	8.17e-08	-5.2289494314214	1.705e-07	-4.29495826457152	1	0.9996280761559512	0.9999976147585365	0.9999950222317073
ENSG00000164296	0.0696	0.449143	0.266141	0.09149	0.001392	0.0015	1.807	0.0708	0.0	1.0	1.68761295704157	0	0.5516980375840159	0.515728	0.0
ENSG00000255647	0.0754	0.127326	0.0913746	0.1635	0.0852	0.0017	1.381	0.167	1.40328788757324	0.1605	1.3934506963642	0	0.44325529991730495	0.288543661971831	0.12345246636771301
ENSG00000164611	0.0673	0.0599335	0.199199	0.7635	0.05779	0.0013	0.0	1.0	0.102824335473292	0.9181	0.300872494339831	0	0.13605031990378602	0.0	0.0
ENSG00000188573	0.0481	0.197413	0.208538	0.3438	0.06108	0.0012	1.942	0.0521	1.62272629177316	0.1046	0.946652408673719	0	0.32741963863051804	0.6052930379746839	0.248002352941176
ENSG00000113441	0.051	0.019336	0.0687192	0.7784	0.05387	0.0014	-0.117	0.9071	0.28141775727272	0.7784	0.281376965971664	0	0.13605031990378602	0.0	0.0
ENSG00000154153	0.0401	-0.141708	0.19823	0.4747	0.04155	0.0013	-0.722	0.47	0.0	1.0	-0.714866569136861	0	0.230087234090952	0.0	0.0
ENSG00000226432	0.1787	-0.270938	0.134853	0.04452	0.1896	0.0024	-0.78	0.436	-0.960247602086698	0.3369	-2.00913587387748	0	0.699765515901308	0.0	0.0
ENSG00000158458	0.0528	0.0713703	0.0709196	0.3142	0.07997	0.0015	0.7772	0.437	0.769259989261627	0.4417	1.00635508378502	0	0.34771899795112304	0.0	0.0
ENSG00000198939	0.0763	0.195596	0.209067	0.3495	0.01623	0.002	0.686	0.493	0.0	1.0	0.935566110385666	0	0.323581290029223	0.0	0.0
ENSG00000276547	0.0784	0.0965915	0.0765357	0.2069	0.1785	0.0018	1.658	0.09735	1.57743050889665	0.1147	1.26204503257957	0	0.410387329156785	0.445105	0.21990965909090898
ENSG00000112902	0.1106	-0.164771	0.142034	0.246	0.1365	0.0019	0.0678	0.946	0.208132023675993	0.8351	-1.16008138896321	0	0.37128477604741905	0.0	0.0
ENSG00000248445	0.0366	-0.0383206	0.142635	0.7882	0.08596	0.0013	-0.269	0.788	-0.268850147724152	0.788	-0.268661969362358	0	0.13381476007187698	0.0	0.0
ENSG00000120729	0.2939	-0.0733868	0.128688	0.5685	0.1274	0.001	-1.726	0.0843	-0.773747066765951	0.4391	-0.570269178167351	0	0.18924695575207995	0.47615824742268	0.0
ENSG00000063438	0.0428	0.0197647	0.362201	0.9565	0.0	0.0016	0.0	1.0	0.0	1.0	0.0545683198003319	1	0.096615371772525	0.0	0.0
ENSG00000178338	0.1007	0.170957	0.12338	0.1659	0.0601	0.0019	1.278	0.201	1.40517768757439	0.16	1.38561355162911	0	0.44070283304718505	0.23145887850467295	0.12345246636771301
ENSG00000247516	0.041	-0.0735782	0.11109	0.5078	0.05672	0.0011	-0.897	0.3696	-0.712478426219487	0.4762	-0.6623296426321	0	0.22021755684544597	0.033590909090909005	0.0
ENSG00000249363	0.0478	0.0293215	0.0620598	0.6366	0.02335	0.0012	0.49	0.6243	0.379276093265799	0.7045	0.472471712767363	0	0.17578487282394595	0.0	0.0
ENSG00000164347	0.0484	0.109855	0.177709	0.5365	0.06849	0.0015	0.622	0.534	0.0	1.0	0.618173530884761	0	0.20422383060984795	0.0	0.0
ENSG00000170231	0.0576	-0.271059	0.213602	0.2044	0.07476	0.0015	0.0	1.0	0.0	1.0	-1.26899092705124	0	0.410387329156785	0.0	0.0
ENSG00000224186	0.0918	-0.245742	0.171814	0.1526	0.04988	0.0017	-1.471	0.1412	-1.47139251232147	0.1412	-1.43027925547394	0	0.45994332058617604	0.32662788844621504	0.15498910891089102
ENSG00000176788	0.0091	-1.19079	0.519555	0.02191	0.008184	0.0023	0.0	1.0	0.0	1.0	-2.29194214279528	1	0.80815433712232	0.0	0.0
ENSG00000131187	0.0485	-0.0385531	0.127924	0.7631	0.1377	0.0016	-0.243	0.808	-0.291360913975231	0.7708	-0.301375035177136	0	0.13605031990378602	0.0	0.0
ENSG00000250629	0.0663	0.129081	0.120958	0.2859	0.04215	0.0018	1.0754	0.2822	1.07539260387421	0.2822	1.06715554159295	0	0.35728627738056995	0.13163650385604098	0.0
ENSG00000250069	0.0103	0.124716	0.304932	0.6825	0.001132	0.0016	0.0	1.0	0.0	1.0	0.408996104049427	0	0.16444708801261998	0.0	0.0
ENSG00000235558	0.9941	-0.376082	0.0805197	3.002e-06	0.9643	0.1191	-5.13045	2.89e-07	-5.00423620923489	5.608e-07	-4.67068307507355	1	0.9999185141895084	0.9999927930625	0.9999857174978724
ENSG00000281398	0.1619	0.369837	0.313146	0.2376	0.002769	0.0029	0.0	1.0	0.0	1.0	1.18103696039547	0	0.37953215393854	0.0	0.0
ENSG00000080709	0.0896	0.129557	0.0836159	0.1213	0.1234	0.0021	1.56	0.119	1.45629112143541	0.1453	1.54943019210461	0	0.49732093044136705	0.37525	0.15158975609756098
ENSG00000113739	0.008	-0.636523	0.363134	0.07963	0.005663	0.0016	0.0	1.0	0.0	1.0	-1.75285982584941	0	0.586948294776263	0.0	0.0
ENSG00000145860	0.593	0.405713	0.145399	0.005265	0.4996	0.0089	3.0026	0.00268	0.0	1.0	2.79034243701814	1	0.9335291523110811	0.964356	0.0
ENSG00000164151	0.0399	0.033882	0.0828277	0.6825	0.1785	0.0018	0.393	0.694	0.46862248561856	0.6393	0.409066049159883	0	0.16444708801261998	0.0	0.0
ENSG00000235172	0.046	-0.0887726	0.282875	0.7537	0.0002407	0.0015	0.0	1.0	0.0	1.0	-0.31382271321255	0	0.13678004582649395	0.0	0.0
ENSG00000215196	0.0459	-0.0629749	0.187192	0.7366	0.1077	0.0012	0.0	1.0	0.0	1.0	-0.336418757211847	0	0.14450501321627196	0.0	0.0
ENSG00000248275	0.3482	0.464658	0.186727	0.01283	0.5719	0.0059	2.737	0.0062	0.0	1.0	2.4884349879771	1	0.870614358202228	0.9242714285714286	0.0
ENSG00000131435	0.0857	-0.225137	0.142765	0.1148	0.1208	0.002	-0.6103	0.542	-1.34476542472839	0.1787	-1.5769761496165	0	0.509273552831311	0.0	0.09593670886076
ENSG00000242110	0.0395	0.0445943	0.108963	0.6823	0.03215	0.0014	0.41	0.6821	0.407015521232088	0.684	0.409260941787579	0	0.16444708801261998	0.0	0.0
ENSG00000214944	0.0421	0.0202978	0.296511	0.9454	0.0006252	0.0014	0.0	1.0	0.0	1.0	0.0684554704547218	0	0.096615371772525	0.0	0.0
ENSG00000164219	0.0767	-0.137786	0.110657	0.2131	0.06007	0.0022	-1.255	0.21	-1.25593376159668	0.2091	-1.24516298110377	0	0.40339516621833205	0.22176470588235297	0.029873255813953947
ENSG00000182578	0.0727	0.113317	0.234033	0.6282	0.01938	0.0015	0.0	1.0	0.0	1.0	0.484192400217063	0	0.17578487282394595	0.0	0.0
ENSG00000204970	0.1991	-0.223019	0.109093	0.04092	0.179	0.0026	-2.09	0.0366	-2.08794089071094	0.0368	-2.04430165088502	0	0.71436327383644	0.677866176470588	0.6135999999999999
ENSG00000152495	0.3135	-0.191135	0.0881239	0.03009	0.3136	0.0045	-2.2623	0.0237	-2.30198978501366	0.02134	-2.16893487464808	1	0.763258500352997	0.7655462809917359	0.739347142857143
ENSG00000280338	0.0517	0.0237695	0.16449	0.8851	0.02945	0.0012	0.0	1.0	0.0	1.0	0.144504225180862	0	0.11431669702008096	0.0	0.0
ENSG00000081853	0.1323	-0.282617	0.161134	0.07944	0.09148	0.0026	-1.479	0.139	0.0	1.0	-1.75392530440503	0	0.586948294776263	0.32662788844621504	0.0
ENSG00000135074	0.0832	0.0958729	0.084356	0.2557	0.04318	0.0018	1.21	0.2253	1.18030832705801	0.2379	1.13652733652615	0	0.36828879274832105	0.19497283582089597	0.0
ENSG00000261604	0.0549	0.0877686	0.102295	0.3909	0.03397	0.0014	0.861	0.389	0.851572953355679	0.3945	0.857995014419082	0	0.28907688964052203	0.015575052854122973	0.0
ENSG00000248240	0.4693	0.0885521	0.130967	0.499	0.2716	0.0081	-1.7424	0.0814	0.678627371788025	0.4974	0.676140554490826	0	0.221564561645909	0.478952941176471	0.0
ENSG00000253251	0.0529	-1.08214	0.560295	0.05344	0.001003	0.0016	0.0	1.0	0.0	1.0	-1.93137543615417	0	0.6703257137155301	0.0	0.0
ENSG00000272040	0.0483	-0.0651421	0.0724048	0.3683	0.03191	0.0014	-0.901	0.3675	-0.901205599308014	0.3675	-0.899693114268667	0	0.30773845666530697	0.033590909090909005	0.0
ENSG00000183072	0.0429	-0.0585612	0.245795	0.8117	0.02238	0.0014	0.0	1.0	0.0	1.0	-0.238252202038284	0	0.127371857031515	0.0	0.0
ENSG00000049883	0.8481	-0.355906	0.0848471	2.733e-05	0.3149	0.0065	-4.943	7.69e-07	-5.12198926372124	3.023e-07	-4.19467489165805	1	0.9994293529440021	0.99998159014	0.999991776065909
ENSG00000246763	0.0945	0.100168	0.0673865	0.1372	0.05608	0.0016	1.54	0.124	1.85523089994967	0.06356	1.48646984188228	0	0.47534561993880997	0.35466086956521703	0.456562
ENSG00000188818	0.0567	-0.498952	0.318092	0.1167	0.0	0.0016	0.0	1.0	0.0	1.0	-1.56857764420356	0	0.5069749047002801	0.0	0.0
ENSG00000226306	0.0535	-0.137963	0.132029	0.296	0.1039	0.0015	0.9765	0.3288	1.16831684112549	0.2427	-1.04494467124647	0	0.357233846621417	0.08471255813953504	0.0
ENSG00000215158	0.0761	-0.134521	0.0989649	0.1741	0.07476	0.002	-1.394	0.163	-1.35581517219543	0.1752	-1.35927990631022	1	0.43573221408223395	0.29638709677419395	0.09593670886076
ENSG00000164211	0.5124	-0.371825	0.131884	0.004813	0.5137	0.008	-3.006	0.00265	-2.99733090400696	0.002724	-2.81933365684996	0	0.9385207969751367	0.9643589887640449	0.95652496
ENSG00000170089	0.005	-0.0580775	0.33233	0.8613	0.0006517	0.0016	0.0	1.0	0.0	1.0	-0.174758523154696	0	0.12273957978649996	0.0	0.0
ENSG00000161011	0.0539	-0.0257165	0.0627579	0.682	0.01559	0.0012	-0.357	0.721	-0.446871646184755	0.655	-0.409773112229695	0	0.16444708801261998	0.0	0.0
ENSG00000270133	0.0442	-0.0520968	0.285786	0.8554	0.01624	0.0012	0.0	1.0	0.0	1.0	-0.182293044445844	0	0.12273957978649996	0.0	0.0
ENSG00000112851	0.0372	0.00445727	0.0799805	0.9556	0.06236	0.0016	-0.2957	0.7675	-0.140402413923429	0.8883	0.0557294590556448	0	0.096615371772525	0.0	0.0
ENSG00000215068	0.054	-0.15642	0.129411	0.2268	0.08452	0.0015	-1.223	0.222	-1.11400997303844	0.2653	-1.20870714236039	0	0.389666705277143	0.19717824773413895	0.0
ENSG00000272234	0.1797	-0.0181396	0.111139	0.8703	0.04692	0.0024	-0.0527	0.958	-0.261338793131904	0.7938	-0.163215432926335	0	0.11853415048062999	0.0	0.0
ENSG00000244945	0.0187	0.289364	0.253085	0.2529	0.08457	0.0017	0.0	1.0	0.0	1.0	1.14334709682518	0	0.36828879274832105	0.0	0.0
ENSG00000206077	0.0046	0.0795093	0.274928	0.7724	0.002391	0.0016	0.0	1.0	0.0	1.0	0.289200445207473	0	0.13605031990378602	0.0	0.0
ENSG00000204767	0.1356	-0.119427	0.200166	0.5507	0.2906	0.0024	-0.601	0.548	-0.600773274898529	0.548	-0.596639788975151	0	0.19633799979660305	0.0	0.0
ENSG00000155545	0.9882	-0.4105	0.0940489	1.273e-05	0.9313	0.0575	-4.679	2.88e-06	-4.67895841598511	2.883e-06	-4.36475067757305	1	0.9997235671239018	0.99993616	0.9999323342941177
ENSG00000164331	0.0558	-0.0701245	0.10271	0.4948	0.07947	0.0014	-0.6263	0.531	-0.75144700662144	0.4524	-0.68274267354688	0	0.22399166430615902	0.0	0.0
ENSG00000131711	0.052	0.0848804	0.10402	0.4145	0.04178	0.0015	0.9835	0.3254	0.88363371121218	0.3769	0.816000769082869	0	0.27294849316840897	0.08781311475409803	0.0
ENSG00000164181	0.085	-0.100083	0.0972349	0.3033	0.05344	0.0013	0.0	1.0	-0.80605697631836	0.4202	-1.02929092332074	0	0.35449715252150804	0.0	0.0
ENSG00000197043	0.039	0.05645	0.137273	0.6809	0.09074	0.0016	0.418	0.6761	0.377463652186843	0.7058	0.411224348560897	0	0.16444708801261998	0.0	0.0
ENSG00000153395	0.0392	-0.182237	0.264604	0.491	0.0004176	0.0014	-0.7	0.484	0.0	1.0	-0.688715968012577	0	0.22513802907741698	0.0	0.0
ENSG00000157107	0.0051	-0.0263312	0.340577	0.9384	0.004793	0.0016	0.0	1.0	0.0	1.0	-0.0773135003244494	0	0.096615371772525	0.0	0.0
ENSG00000238035	0.879	-0.666087	0.21463	0.001913	0.8666	0.0153	-4.4397	9.01e-06	0.0	1.0	-3.10341983879234	1	0.971931801236915	0.99980741125	0.0
ENSG00000181163	0.0086	-0.0883237	0.259168	0.7333	0.007115	0.0015	0.0	1.0	0.0	1.0	-0.340797089146808	0	0.14450501321627196	0.0	0.0
ENSG00000254298	0.0396	0.0338642	0.3461	0.9221	0.00162	0.0015	0.0	1.0	0.0	1.0	0.0978451314648945	0	0.10118311986612405	0.0	0.0
ENSG00000146006	0.2183	0.416427	0.183295	0.02309	0.0	0.0027	2.332	0.0197	2.40489134690241	0.01618	2.27189503259772	0	0.801031337388574	0.795581293103448	0.789484130434783
ENSG00000172062	0.167	0.230412	0.102931	0.02519	0.0	0.0352	2.2915	0.02193	2.17305909705452	0.02978	2.23850929263293	1	0.787983456374312	0.776830508474576	0.672966422018349
ENSG00000082516	0.0442	0.0293476	0.101467	0.7724	0.08003	0.0012	0.9	0.3682	1.44163712473173	0.1494	0.28923295258557	0	0.13605031990378602	0.033590909090909005	0.14727999999999997
ENSG00000253439	0.0741	-0.108009	0.12435	0.3851	0.03002	0.0016	-0.5272	0.598	-0.748824080349778	0.454	-0.868588661037394	0	0.29251484638355596	0.0	0.0
ENSG00000047188	0.0428	0.0288271	0.100211	0.7736	0.1172	0.0017	-0.276	0.7829	-0.178778953150178	0.8581	0.287664028899023	0	0.13605031990378602	0.0	0.0
ENSG00000183111	0.1481	-0.709479	0.294759	0.01609	0.2147	0.0033	0.0	1.0	0.0	1.0	-2.40697993954383	1	0.848088904114844	0.0	0.0
ENSG00000146005	0.043	-0.101333	0.198823	0.6103	0.08129	0.0016	-0.7299	0.465	0.0	1.0	-0.509664374845969	0	0.17578487282394595	0.0	0.0
ENSG00000112984	0.1729	0.0309292	0.217139	0.8867	0.0	0.0016	2.003	0.0452	0.0	1.0	0.142439635440893	0	0.11431669702008096	0.639304	0.0
ENSG00000145494	0.0504	0.0299827	0.0622256	0.6299	0.04513	0.0014	0.517	0.605	0.50113143641288	0.6163	0.4818386644725	0	0.17578487282394595	0.0	0.0
ENSG00000271788	0.1005	0.797619	0.441432	0.07078	0.0	0.0024	0.0	1.0	0.0	1.0	1.80688984939923	0	0.612192450777154	0.0	0.0
ENSG00000051596	0.076	0.0771323	0.229219	0.7365	0.01836	0.0015	0.0	1.0	0.0	1.0	0.33650046462117	0	0.14450501321627196	0.0	0.0
ENSG00000094755	0.0559	0.176551	0.242293	0.4662	0.01904	0.0013	0.0	1.0	0.0	1.0	0.728667357290553	0	0.23882955520957305	0.0	0.0
ENSG00000091009	0.0444	0.0649408	0.118114	0.5824	0.02844	0.0013	0.3329	0.739	0.528726644678472	0.597	0.549814585908529	0	0.18429634014066998	0.0	0.0
ENSG00000245937	0.1179	0.110094	0.144659	0.4466	0.04183	0.002	0.0	1.0	0.765427529811859	0.444	0.761058765787127	0	0.25054470712311705	0.0	0.0
ENSG00000178996	0.4619	-0.43364	0.165315	0.008713	0.2904	0.0041	-2.86	0.00427	0.0	1.0	-2.62311345008015	1	0.9004192479660812	0.9456256382978723	0.0
ENSG00000248677	0.0372	0.0353669	0.143264	0.805	0.07097	0.0016	0.247	0.8049	0.450076878070831	0.6527	0.246865227831137	0	0.129236386272795	0.0	0.0
ENSG00000183323	0.0537	0.00368518	0.150287	0.9804	0.03472	0.0057	0.0245	0.9804	0.0118015364088699	0.9906	0.0245209499158277	0	0.09438894599508696	0.0	0.0
ENSG00000272103	0.0791	-0.323837	0.32612	0.3207	0.00685	0.0018	0.0	1.0	0.0	1.0	-0.992999509383049	1	0.34079243439696505	0.0	0.0
ENSG00000164326	0.0378	-0.153837	0.222842	0.49	0.01524	0.0025	-0.6983	0.485	-0.707650183281676	0.4792	-0.690341138564543	1	0.22513802907741698	0.0	0.0
ENSG00000066583	0.071	0.247344	0.201334	0.2192	0.09004	0.0018	1.26	0.206	0.0	1.0	1.2285257333585	0	0.40038027760163697	0.23145887850467295	0.0
ENSG00000253921	0.2927	-0.677366	0.293822	0.02115	0.1402	0.004	-2.78	0.00543	0.0	1.0	-2.30536174963073	0	0.81021744270777	0.931582	0.0
ENSG00000270067	0.0427	-0.0036221	0.10062	0.9713	0.0207	0.0008	-0.036	0.9713	-0.0359979420900344	0.9713	-0.0359978135559531	0	0.09554673407494696	0.0	0.0
ENSG00000249353	0.0877	0.108413	0.0780155	0.1646	0.06334	0.0017	1.392	0.1639	0.0	1.0	1.38963411117022	0	0.44325529991730495	0.29638709677419395	0.0
ENSG00000124279	0.0371	0.0478561	0.0935065	0.6088	0.05189	0.0014	0.372	0.71	0.281662135973789	0.7782	0.511794367236502	0	0.17578487282394595	0.0	0.0
ENSG00000239642	0.3422	-0.968413	0.370587	0.00897	0.4004	0.0061	-3.64	0.000276	0.0	1.0	-2.61318664713009	1	0.899181618426426	0.9952804	0.0
ENSG00000212643	0.0915	0.196123	0.162269	0.2268	0.08627	0.0014	1.231	0.2184	1.23077774047852	0.2184	1.20862888167179	0	0.389666705277143	0.20780363636363597	0.0
ENSG00000250579	0.0147	-0.0796673	0.267144	0.7655	0.02498	0.0016	0.0	1.0	0.0	1.0	-0.29821856377085	0	0.13605031990378602	0.0	0.0
ENSG00000134970	0.0623	0.152854	0.131486	0.245	0.08043	0.0015	1.1752	0.24	0.390697183278581	0.696	1.16251159819296	0	0.37128477604741905	0.17812820512820504	0.0
ENSG00000113494	0.0829	-0.0258107	0.128431	0.8407	0.02856	0.0019	-0.221	0.825	-1.11119776553183	0.2665	-0.200969392124954	0	0.124227999025592	0.0	0.0
ENSG00000253953	0.047	-0.308463	0.220609	0.162	0.05221	0.0022	0.0	1.0	0.0	1.0	-1.39823397957472	1	0.44325529991730495	0.0	0.0
ENSG00000160867	0.0626	-0.230111	0.185502	0.2148	0.04286	0.0017	-1.27195	0.2034	0.0	1.0	-1.24047719162058	1	0.402000304289156	0.23145887850467295	0.0
ENSG00000230561	0.0348	-0.0326882	0.207037	0.8745	0.04355	0.0015	0.0	1.0	0.0	1.0	-0.157885788530553	0	0.11808980310737904	0.0	0.0
ENSG00000185129	0.0099	0.119184	0.273264	0.6627	0.0433	0.0016	0.4392	0.6605	0.0	1.0	0.436149657474091	0	0.17158245454196996	0.0	0.0
ENSG00000013561	0.0587	-0.00853825	0.195359	0.9651	0.03257	0.0017	-0.04371	0.9651	0.0	1.0	-0.043705434610128	0	0.09554673407494696	0.0	0.0
ENSG00000204677	0.0785	0.155382	0.131298	0.2366	0.06776	0.0016	0.0	1.0	1.12652134086033	0.2599	1.18343005986382	1	0.37953215393854	0.0	0.0
